FAAP20	88	95	106	69	97	106	82	48	60
LOC112268219	20	34	25	27	13	20	26	19	16
LOC105378593	1	1	0	1	1	0	1	0	0
SKI	314	314	434	295	353	301	286	282	290
MORN1	21	17	14	34	13	26	30	20	17
LOC100129534	7	7	10	15	7	5	2	5	7
RER1	630	727	728	693	648	566	579	526	564
PEX10	92	124	122	55	129	69	72	114	85
PLCH2	0	0	0	0	0	0	0	0	0
PANK4	4	2	0	6	0	4	2	2	2
HES5	0	0	0	0	0	0	0	0	0
TNFRSF14-AS1	0	0	0	0	0	0	0	0	0
TNFRSF14	0	0	3	1	1	2	1	1	2
LOC100996583	0	0	0	0	0	0	0	0	0
PRXL2B	0	0	0	0	0	0	0	0	0
MMEL1	0	0	0	0	0	0	0	0	0
MMEL1-AS1	0	0	0	0	0	0	0	0	0
TTC34	0	0	0	0	0	0	0	0	0
LOC105378603	0	0	0	0	0	0	0	0	0
LOC105378602	0	0	0	0	0	0	0	0	0
LOC105378601	0	0	0	0	0	0	0	0	0
LOC112268220	0	0	0	0	0	0	0	0	0
LOC107985732	0	0	0	0	0	0	0	0	0
LOC105378600	0	0	0	0	0	0	0	0	0
LOC105378598	0	0	0	0	0	0	0	0	0
LOC107984904	0	0	0	0	0	0	0	0	0
LOC105378599	0	0	0	0	0	0	0	0	0
ACTRT2	0	0	0	0	0	0	0	0	0
PRDM16-DT	8	8	4	5	5	7	4	2	3
PRDM16	9	13	6	10	10	5	8	9	6
MIR4251	0	0	0	0	0	0	0	0	0
LOC105378606	0	0	0	0	0	0	0	0	0
LOC107984909	0	0	0	0	0	1	0	0	0
LOC105378605	0	0	0	0	0	0	0	1	0
LOC105378604	0	1	0	1	2	2	0	0	0
ARHGEF16	5	6	14	3	5	8	9	8	6
MEGF6	130	67	201	113	132	222	151	54	68
LOC105378608	0	0	0	0	0	0	0	0	0
MIR551A	0	0	0	0	0	0	0	0	0
LOC105378607	0	0	0	0	0	0	0	0	0
TPRG1L	794	1245	1128	870	928	903	868	763	588
WRAP73	111	124	129	106	111	102	108	81	83
TP73	5	1	6	6	12	4	10	3	12
TP73-AS3	0	0	0	0	0	0	0	0	0
LOC105378609	0	0	0	0	0	0	0	0	0
TP73-AS1	308	150	275	433	209	387	416	154	215
CCDC27	6	1	3	0	2	2	4	2	1
SMIM1	3	4	3	2	0	4	1	3	3
LRRC47	1048	1528	1682	1423	1427	1262	1218	1076	1336
CEP104	257	208	289	338	272	196	304	203	257
DFFB	46	30	38	79	14	53	64	14	20
LOC107984910	0	4	2	1	2	1	1	0	0
C1orf174	107	165	147	147	116	181	113	109	97
LINC01134	0	1	5	5	0	2	4	1	2
LINC01346	0	0	0	0	0	0	0	0	0
LINC01345	0	0	0	1	0	1	0	0	0
LINC02780	0	0	0	0	0	0	0	0	0
LINC01777	0	0	0	0	0	0	0	0	0
LOC105376674	0	0	0	0	0	0	0	0	0
LINC01646	0	0	0	0	0	0	0	0	0
LOC107985376	0	0	0	0	0	0	0	0	0
AJAP1	14	9	13	8	3	12	6	11	4
LINC02781	0	0	0	0	0	0	0	0	0
LOC102724429	0	0	0	0	0	0	0	0	0
LINC02782	0	0	0	0	0	0	0	0	0
LOC105376682	0	0	0	0	0	0	0	0	0
LOC107984911	0	0	0	0	0	0	0	0	0
LOC105376686	0	0	1	0	0	0	0	0	0
MIR4689	0	0	0	0	0	0	0	0	0
NPHP4	17	18	19	27	18	29	30	23	16
KCNAB2	12	38	15	58	50	17	26	35	10
CHD5	3	0	0	1	0	0	0	0	0
LOC105376687	0	0	0	0	0	0	0	0	0
RPL22	1510	1692	2181	1369	1560	1501	1406	1147	1645
LOC107985733	1	1	2	0	0	3	4	3	0
RNF207-AS1	0	0	3	0	0	3	0	0	0
RNF207	39	19	38	57	31	31	54	16	15
ICMT	1152	1925	1293	1300	2953	868	958	1561	953
LINC00337	0	0	1	2	0	0	0	1	0
HES3	0	0	0	0	0	0	0	0	0
GPR153	9	12	14	9	52	6	11	10	9
ACOT7	24	29	31	12	27	19	17	18	18
HES2	0	0	0	0	0	0	0	0	0
ESPN	0	1	2	0	1	0	0	0	0
MIR4252	0	0	0	0	0	0	0	0	0
TNFRSF25	14	7	7	14	12	15	15	6	4
PLEKHG5	32	24	22	26	26	51	59	17	33
NOL9	161	144	199	182	168	170	186	100	153
TAS1R1	0	2	0	0	0	2	2	1	0
LOC107984912	0	2	1	2	1	1	1	0	0
ZBTB48	82	94	101	92	65	127	61	45	64
KLHL21	1194	2151	3017	2201	1708	1237	2017	751	1775
LOC107984913	0	12	8	8	4	6	4	7	11
PHF13	114	81	175	108	102	162	171	79	127
THAP3	125	146	194	138	153	132	146	108	165
DNAJC11	338	325	440	271	417	242	296	356	307
LINC01672	0	0	0	0	0	0	0	0	0
CAMTA1-DT	4	10	4	3	4	6	4	6	3
CAMTA1	352	475	334	221	259	305	303	313	263
LOC105376692	0	0	0	0	0	0	0	0	0
CAMTA1-AS2	0	0	0	0	0	0	0	0	0
CAMTA1-AS1	0	1	0	0	0	0	1	0	0
LOC105376691	0	0	0	0	0	0	0	0	0
LOC105376689	1	1	1	3	0	2	2	0	1
VAMP3	954	1166	1311	764	1173	848	885	998	1009
PER3	800	149	1193	295	957	548	709	506	901
UTS2	0	0	0	0	0	1	0	1	0
TNFRSF9	1	0	0	0	0	1	1	3	0
PARK7	2684	3663	2626	1905	2077	2256	2501	2779	2581
ERRFI1	208	130	198	144	199	161	217	187	155
LOC107984915	0	0	0	0	0	0	0	0	0
LINC01714	0	0	0	0	0	0	0	0	0
LOC105376695	0	0	0	0	0	0	0	0	0
SLC45A1	3	19	9	5	5	5	3	9	8
RERE	1932	2079	5302	2945	2016	1744	1936	1710	2110
RERE-AS1	9	3	9	14	2	12	5	2	6
SNORD128	0	0	0	0	0	0	0	0	0
ENO1	887	1166	1161	726	879	869	779	1081	813
MIR6728	0	0	0	0	0	0	0	0	0
ENO1-AS1	2	0	0	0	2	0	0	3	0
LOC112268261	0	0	0	0	0	0	0	0	0
CA6	2	0	0	0	0	0	0	0	0
SLC2A7	0	0	0	0	0	0	0	0	0
SLC2A5	1340	1515	935	438	993	839	741	481	787
GPR157	573	554	716	388	515	612	565	425	622
MIR34AHG	8	8	12	16	9	33	16	7	5
MIR34A	0	0	0	0	0	0	0	0	0
LNCTAM34A	3	2	2	1	0	0	0	0	1
H6PD	1947	1238	1594	1616	903	1625	1922	1382	1821
SPSB1	175	172	365	208	141	124	276	215	355
LINC02606	18	25	17	19	6	10	10	13	7
SLC25A33	124	107	120	100	42	61	123	172	126
TMEM201	620	532	565	648	419	380	445	354	482
LOC105376712	0	0	0	0	0	0	0	0	0
PIK3CD	25	20	17	13	27	24	24	23	17
PIK3CD-AS1	0	0	1	0	0	0	0	0	0
PIK3CD-AS2	0	0	0	3	0	0	0	0	0
CLSTN1	418	455	677	426	489	370	374	337	542
CTNNBIP1	279	337	190	99	171	141	124	194	135
LOC105376717	1	0	0	0	0	0	2	0	0
LZIC	269	315	365	248	268	240	269	342	284
NMNAT1	654	1006	621	279	321	335	296	449	511
TMEM274P	1	0	1	2	0	0	0	0	1
MIR5697	0	0	0	1	0	1	1	0	0
RBP7	19	39	35	16	27	17	16	19	21
UBE4B	621	849	996	929	935	552	687	512	796
KIF1B	10394	8894	12566	7283	10502	5436	6810	10321	10043
LOC105376725	0	0	0	4	0	1	1	1	0
PGD	155	272	241	313	229	137	224	132	292
CENPS-CORT	1	0	1	0	0	0	0	0	0
CENPS	3	6	4	3	7	3	3	4	6
CORT	0	0	0	1	0	0	1	0	0
DFFA	209	363	402	332	305	234	226	261	319
PEX14	121	190	175	121	201	116	130	129	143
CASZ1	733	527	717	718	839	694	595	458	649
LOC105376733	0	0	0	0	0	0	0	0	0
LOC105376735	0	0	0	0	0	0	0	0	0
C1orf127	116	252	351	267	78	295	170	48	229
TARDBP	1833	1570	1584	1507	1405	1842	1482	1019	1308
MASP2	93	6	33	102	14	92	71	5	19
SRM	398	600	559	382	573	441	362	275	380
EXOSC10	618	340	383	695	328	750	575	237	402
EXOSC10-AS1	0	0	2	0	0	0	1	0	0
MTOR	569	768	886	1058	1017	662	711	688	777
MTOR-AS1	1	0	0	0	0	0	0	0	0
ANGPTL7	11	2	3	0	3	4	1	3	9
UBIAD1	259	285	339	264	279	191	243	282	300
LOC105376737	0	0	0	0	0	0	0	0	0
LOC105376739	0	1	2	0	2	1	1	1	0
LOC105376740	0	2	1	0	0	0	0	0	1
DISP3	1	1	0	0	1	0	0	1	0
LOC112268221	0	0	0	0	0	0	0	0	0
LINC01647	0	0	0	0	0	0	0	0	1
FBXO2	2	7	4	2	6	4	3	3	3
FBXO44	101	64	82	75	68	79	97	34	50
FBXO6	79	174	203	131	184	113	124	118	127
MAD2L2	140	250	228	125	193	165	173	125	157
DRAXIN	1	0	1	1	0	0	4	1	0
AGTRAP	45	129	72	53	108	97	89	74	58
C1orf167	0	0	0	0	1	0	0	0	0
C1orf167-AS1	0	0	0	0	0	0	0	0	0
MTHFR	286	274	379	238	321	385	282	295	333
CLCN6	226	130	206	297	133	311	234	79	137
NPPA-AS1	0	0	0	6	0	1	0	0	1
NPPA	0	4	3	0	0	0	0	1	0
NPPB	0	0	0	0	0	0	0	0	0
RNU5E-1	0	0	0	0	0	0	0	0	0
KIAA2013	487	729	588	478	533	527	450	454	449
PLOD1	434	667	490	372	399	330	321	448	297
MFN2	3890	5485	6512	4471	7582	2675	4098	4321	4201
MIIP	181	221	298	198	223	239	183	112	162
MIR6729	0	0	0	0	0	0	0	0	0
TNFRSF8	1	10	11	6	4	8	6	1	8
MIR7846	0	0	0	0	0	0	0	0	0
TNFRSF1B	231	323	262	309	341	421	202	297	184
MIR4632	0	0	0	0	0	0	0	0	0
LOC107984917	0	0	0	0	0	1	0	1	0
VPS13D	1279	1309	1712	1326	1521	1007	943	1222	1190
SNORA59A	0	0	0	2	0	3	0	1	0
LINC02766	1	0	0	1	0	1	0	0	0
DHRS3	354	340	649	289	344	437	434	227	440
MIR6730	0	0	0	0	0	0	0	0	0
AADACL4	0	0	0	0	0	0	0	0	0
AADACL3	0	0	0	0	0	0	0	0	0
C1orf158	203	12	252	4	3	31	77	292	80
PRAMEF12	0	0	0	0	0	0	0	2	0
PRAMEF1	0	0	0	0	0	0	0	0	0
LINC01784	0	0	0	0	0	0	0	0	0
PRAMEF11	0	0	0	0	0	0	0	0	0
HNRNPCL1	0	0	0	0	0	0	0	0	0
PRAMEF2	0	0	0	0	0	0	0	0	0
PRAMEF4	0	0	0	0	0	0	0	0	0
PRAMEF10	0	0	0	0	0	0	0	0	0
PRAMEF7	0	0	0	0	0	0	0	0	0
PRAMEF6	0	0	0	0	0	0	0	0	0
PRAMEF27	0	0	0	0	0	0	0	0	0
HNRNPCL3	0	0	0	0	0	0	0	0	0
PRAMEF25	0	0	0	0	0	0	0	0	0
PRAMEF34P	0	0	0	0	0	0	0	0	0
HNRNPCL2	0	0	0	0	0	0	0	0	0
PRAMEF36P	0	0	0	0	0	0	0	0	0
PRAMEF26	0	0	0	0	0	0	0	0	0
HNRNPCL4	0	0	0	0	0	0	0	0	0
PRAMEF9	0	0	0	0	0	0	0	0	0
PRAMEF13	0	0	0	0	0	0	0	0	0
PRAMEF18	0	0	0	0	0	0	0	0	0
PRAMEF5	0	0	0	0	0	0	0	0	0
PRAMEF8	0	0	0	0	0	0	0	0	0
PRAMEF33	0	0	0	0	0	0	0	0	0
PRAMEF15	0	0	0	0	0	0	0	0	0
PRAMEF14	0	0	0	0	0	0	0	0	0
PRAMEF19	0	0	0	0	0	0	0	0	0
PRAMEF17	0	0	0	0	0	0	0	0	0
PRAMEF20	0	0	0	0	0	0	0	0	0
LRRC38	489	527	272	222	187	559	249	351	341
LOC102724856	39	22	16	37	29	23	23	7	28
LOC107984918	1	3	1	2	1	5	2	4	0
PDPN	592	446	421	411	228	408	393	433	544
LOC107984919	2	1	2	1	0	0	0	0	1
LOC105378612	0	1	0	0	0	0	1	0	0
LOC105376756	0	0	0	0	0	0	0	0	0
PRDM2	754	505	719	745	550	625	681	599	575
KAZN	8	14	18	8	13	14	5	17	10
LOC107985467	0	0	4	0	0	0	0	1	2
LOC107985468	0	0	1	0	3	0	0	0	3
KAZN-AS1	0	0	0	0	0	0	0	0	0
LOC105376759	0	0	0	0	0	0	0	0	0
LOC107985469	0	0	0	0	0	0	0	0	0
TMEM51-AS1	0	0	1	1	0	0	0	0	0
TMEM51	4	15	14	2	7	8	6	9	4
TMEM51-AS2	0	0	0	0	0	0	0	0	0
FHAD1	0	0	0	0	0	0	1	1	0
FHAD1-AS1	0	0	1	0	0	0	0	0	0
LOC101927441	0	1	0	0	0	0	1	0	0
EFHD2	37	36	41	24	43	34	26	56	39
CTRC	0	1	0	0	1	1	0	0	0
CELA2A	0	0	0	0	0	0	0	0	0
LOC105376767	1	0	0	0	2	0	0	0	0
CELA2B	2	1	1	0	1	1	3	1	1
CASP9	146	149	126	133	124	173	186	82	117
DNAJC16	489	414	788	374	356	384	383	331	590
SCARNA21B	0	0	0	0	0	0	0	0	0
AGMAT	859	591	1174	194	351	513	490	466	737
DDI2	975	916	1174	1304	988	829	1069	597	1245
RSC1A1	1	0	0	0	0	1	0	0	0
PLEKHM2	1421	2185	2034	1953	1820	1496	1900	1631	2134
SLC25A34	538	957	1301	465	725	403	520	123	381
SLC25A34-AS1	0	0	0	0	0	0	0	0	0
TMEM82	0	0	0	0	0	0	0	0	0
FBLIM1	6	48	29	11	16	8	17	22	7
UQCRHL	42	124	92	67	64	80	76	64	50
FLJ37453	203	258	154	147	147	145	105	144	169
SPEN	627	432	844	807	855	519	532	474	594
ZBTB17	225	247	281	247	215	212	260	188	230
SRARP	0	0	4	4	2	3	1	3	5
HSPB7	11367	16004	16079	11866	23525	17145	12846	19245	7882
CLCNKA	2	0	3	7	2	8	15	0	0
CLCNKB	0	0	0	0	1	1	0	0	1
FAM131C	0	0	0	0	2	0	0	0	0
EPHA2	17	31	45	27	33	18	29	32	19
LOC101927479	0	0	1	3	0	1	0	0	0
ARHGEF19	5	9	5	3	6	16	4	4	5
ANO7L1	1	1	1	0	1	1	3	1	1
CPLANE2	4	9	6	3	5	3	3	5	1
FBXO42	336	401	468	371	448	369	345	334	403
SZRD1	349	490	484	272	512	241	293	546	443
SPATA21	0	0	1	0	0	0	0	0	1
NECAP2	81	78	74	59	80	71	93	63	58
LINC01772	15	1	6	13	1	15	5	2	3
CROCCP3	35	9	17	30	11	42	39	6	7
RNU1-1	0	0	0	0	0	0	0	0	0
TRN-GTT5-1	0	0	0	0	0	0	0	0	0
LINC01783	0	0	0	0	0	0	0	0	0
TRE-TTC4-1	0	0	0	0	0	0	0	0	0
TRG-CCC1-1	0	0	0	0	0	0	0	0	0
NBPF1	18	27	37	17	25	29	30	17	7
LOC105376794	176	13	84	285	32	418	217	7	52
CROCCP2	70	34	45	73	42	79	63	12	37
MST1P2	1	0	2	2	1	3	3	1	0
LOC107985736	0	1	0	0	0	0	0	0	0
RNU1-3	0	0	0	0	0	0	0	0	0
TRG-CCC4-1	0	0	0	0	0	0	0	0	0
ESPNP	0	0	0	0	0	0	0	0	0
TRG-CCC5-1	0	0	0	0	0	0	0	0	0
RNU1-4	0	0	0	0	0	0	0	0	0
MST1L	1	0	0	0	0	0	1	0	0
MIR3675	0	0	0	0	0	0	0	0	0
TRG-CCC1-2	0	0	0	0	0	0	0	0	0
LOC112267871	0	0	2	1	0	1	2	0	0
TRE-TTC3-1	0	0	0	0	0	0	0	0	0
TRN-GTT13-1	0	0	0	0	0	0	0	0	0
LOC105376805	35	47	53	24	39	35	13	40	18
TRN-GTT4-1	0	0	0	0	0	0	0	0	0
RNU1-2	0	0	0	0	0	0	0	0	0
CROCC	219	135	167	171	111	228	199	46	67
MFAP2	1	3	5	2	6	2	1	3	5
LOC105376806	0	0	0	0	0	0	0	0	0
ATP13A2	115	166	202	153	156	124	137	121	156
SDHB	2119	2981	2689	1605	2747	1677	1950	1743	1921
PADI2	4354	4884	7027	4350	6303	4206	4414	4664	4805
LOC105376808	0	0	0	0	0	0	0	0	0
LINC02783	0	0	0	0	0	0	0	0	0
PADI1	0	0	0	0	0	0	0	0	0
PADI3	0	0	0	0	0	0	0	0	0
MIR3972	0	0	0	0	0	0	0	0	0
PADI4	0	0	0	0	0	0	0	0	0
PADI6	0	0	0	0	0	0	0	0	0
RCC2	0	0	0	0	0	0	0	0	0
RCC2-AS1	0	0	0	0	0	0	0	0	0
ARHGEF10L	1067	1445	1135	903	1202	1065	885	935	1119
LINC02810	0	0	0	0	0	0	0	0	0
ACTL8	0	0	0	0	0	0	0	0	0
LOC105376809	0	0	0	0	0	0	0	0	0
LOC105376812	0	0	0	0	0	0	0	0	0
LINC01654	0	0	0	0	0	0	0	0	0
IGSF21	4	2	0	0	4	2	2	2	0
IGSF21-AS1	0	0	0	0	0	0	0	0	0
KLHDC7A	0	0	0	1	0	0	0	0	0
PAX7	165	136	134	74	73	95	121	151	89
TAS1R2	0	0	0	0	0	0	0	0	0
ALDH4A1	1316	1284	2157	1118	1754	935	1093	891	1561
MIR4695	0	0	0	0	0	0	0	0	0
MIR1290	0	0	0	0	0	0	0	0	0
IFFO2	46	86	105	78	53	74	44	40	52
LOC105376815	0	0	2	0	0	2	0	0	0
UBR4	1783	1600	2535	2744	2840	1844	2353	1600	1762
EMC1-AS1	7	9	4	2	2	1	3	2	6
EMC1	391	247	373	557	395	405	404	252	361
MRTO4	213	226	262	216	225	236	179	263	232
AKR7L	4	1	1	3	1	7	3	0	0
AKR7A3	1	2	4	6	1	5	4	0	1
LOC100506730	56	66	72	46	65	70	64	56	48
AKR7A2	343	390	544	341	391	386	410	260	368
SLC66A1	71	60	89	79	68	106	66	43	63
CAPZB	2043	2362	2583	1912	2012	1764	1842	1791	2130
LOC105376819	0	0	0	0	0	0	0	0	0
LOC105376818	0	0	0	0	0	0	0	0	0
LOC105376817	0	0	0	0	0	0	0	0	0
LOC105378614	0	0	0	0	0	0	0	0	0
MICOS10-NBL1	0	0	0	0	0	0	0	0	0
MICOS10	531	710	557	441	574	496	483	490	486
RPS14P3	5	1	5	8	2	9	13	7	12
NBL1	0	0	1	0	0	2	1	0	0
HTR6	0	0	0	0	0	0	0	0	0
TMCO4	42	55	58	17	85	19	25	24	18
RNF186	0	0	0	0	0	0	0	0	0
LOC105376823	0	0	0	0	0	1	0	0	0
OTUD3	254	102	190	178	123	147	139	109	96
PLA2G2E	0	0	0	0	0	0	0	0	0
PLA2G2A	20	9	20	14	71	17	21	6	74
PLA2G5	2	2	0	2	2	0	0	3	5
PLA2G2D	1	3	2	0	0	0	0	10	0
PLA2G2F	0	0	0	0	0	0	0	0	0
LOC117779438	2	0	1	1	2	2	2	1	0
PLA2G2C	0	0	0	0	0	0	1	2	1
UBXN10	11	9	8	27	14	15	11	30	9
LOC105376825	0	0	0	0	0	3	1	0	0
LOC105376826	0	0	0	0	0	0	0	0	0
LINC01757	0	0	0	0	0	0	0	0	0
LOC105376828	0	0	0	0	0	0	0	0	0
VWA5B1	0	1	4	0	0	5	0	0	3
LINC01141	1	0	0	0	0	0	0	0	0
CAMK2N1	31	74	47	40	44	58	41	39	67
MUL1	343	458	454	247	486	269	291	393	351
FAM43B	8	13	22	4	5	12	4	7	3
CDA	5	9	5	1	15	3	9	3	12
PINK1	1473	1766	1795	882	2045	1011	1206	1178	1330
MIR6084	0	0	0	0	0	0	0	0	0
PINK1-AS	45	48	54	41	34	49	25	43	13
DDOST	508	576	718	616	597	487	502	513	693
KIF17	10	5	12	6	13	11	5	13	27
SH2D5	0	1	2	0	1	1	2	0	0
HP1BP3	2365	1788	2153	2117	1946	2133	2390	1583	2111
EIF4G3	1631	2016	1614	1888	1487	1227	1312	1937	1696
LOC105376830	1	0	0	1	0	1	1	2	0
LOC105376829	0	1	0	0	1	0	0	0	0
MIR1256	0	0	0	0	0	0	0	0	0
ECE1	325	381	472	239	553	311	311	193	305
ECE1-AS1	1	0	0	0	0	2	1	0	0
LOC105376832	0	0	0	0	0	0	0	0	0
NBPF3	45	14	39	8	29	11	14	25	10
ALPL	6	21	5	9	12	4	10	8	12
LINC02596	0	0	0	0	0	0	0	1	0
RAP1GAP	3	0	1	0	1	3	0	0	0
USP48	577	502	617	520	440	483	494	423	454
LDLRAD2	5	3	1	2	2	1	5	3	5
HSPG2	598	651	910	491	1115	708	584	714	654
CELA3B	0	0	0	0	0	0	0	0	0
CELA3A	0	0	0	0	0	0	0	0	0
LINC01635	0	0	2	1	1	3	0	1	1
LINC00339	29	55	225	53	145	112	55	34	35
CDC42-AS1	0	1	1	0	0	1	0	0	0
CDC42	919	921	1527	729	1394	808	909	1069	1029
WNT4	92	96	86	42	41	109	64	25	63
LOC105376845	16	30	32	8	5	27	14	10	11
LOC105376850	0	0	1	0	0	0	0	0	0
LOC107985377	4	11	30	1	1	21	7	5	9
MIR4418	0	0	1	0	0	0	0	0	0
LOC105376856	1	0	0	1	2	0	0	0	1
ZBTB40	331	283	393	486	283	326	404	284	272
EPHA8	0	4	1	0	0	3	2	0	0
MIR6127	0	0	0	0	0	0	0	0	0
C1QA	47	98	51	15	60	27	81	103	73
C1QC	32	62	32	11	23	25	53	91	61
C1QB	30	40	28	20	21	18	58	100	68
EPHB2	4	2	2	0	5	2	2	4	1
MIR4684	0	0	0	0	0	0	0	0	0
MIR4253	0	0	0	0	0	0	0	0	0
LACTBL1	0	0	0	0	0	0	0	0	0
TEX46	0	0	0	1	0	0	0	0	0
KDM1A	612	806	810	655	564	613	619	586	727
MIR3115	0	0	0	0	0	0	0	0	0
LUZP1	51	84	68	73	171	41	49	70	73
HTR1D	2	0	0	0	0	0	0	0	0
LINC01355	0	0	0	0	0	0	0	0	0
HNRNPR	0	1	2	0	2	2	0	1	0
ZNF436	0	0	0	0	0	0	0	0	0
ZNF436-AS1	0	0	0	0	0	0	0	0	0
TCEA3	8	23	25	6	19	17	14	12	77
ASAP3	0	1	0	1	0	0	0	0	0
E2F2	0	0	0	0	0	0	0	0	0
LOC101928163	0	0	0	0	0	0	0	0	0
LOC105376859	0	0	0	0	0	0	0	0	0
ID3	0	0	0	0	0	0	0	0	0
LOC107984928	0	0	1	0	0	0	0	1	0
MDS2	0	0	0	0	1	0	0	0	0
RPL11	4024	5976	4681	3591	4617	5276	3936	3071	3441
